"CQ_ID","Material","Relation_path","Target_entities","Record_ID","Evidence_ID"
"CQ12","TA-PFC/PCK fiber scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS0439","EV001122; EV001123; EV001124; EV001125"
"CQ12","Biomimetic hydrogel delivers engineered exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Chondrocytes/cartilage progenitors; Macrophages/innate immune cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0446","EV001135; EV001136; EV001137"
"CQ12","Collagen-coated polyacrylamide hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Immune modulation/macrophage polarization","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={Immune modulation/macrophage polarization}","FS0450","EV001148; EV001149; EV001150"
"CQ12","Active Magnesium Boride/Alginate Hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: AMPK–mTOR–sirtuin signaling","TargetCell={Senescent cells} | Mechanism={AMPK–mTOR–sirtuin signaling}","FS0461","EV001183; EV001184"
"CQ12","miR-146a-5p-engineered exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Mesenchymal stem/stromal cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0482","EV001236; EV001237"
"CQ12","Microtopographic polymer substrates","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Paracrine/EV-mediated signaling","TargetCell={Mesenchymal stem/stromal cells} | Mechanism={Paracrine/EV-mediated signaling}","FS0637","EV001404; EV001405"
"CQ12","Baghdadite Ceramics","MaterialPlatform -[TARGETS]-> TargetCell: Osteoblasts/osteocytes/osteoclasts; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy","TargetCell={Osteoblasts/osteocytes/osteoclasts; Senescent cells} | Mechanism={Mitochondrial homeostasis/mitophagy}","FS0642","EV001409; EV001410; EV001411"
"CQ12","Ruxolitinib-loaded hierarchically biomimetic nanostructural scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Mesenchymal stem/stromal cells; Osteoblasts/osteocytes/osteoclasts} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0788","EV001536; EV001537; EV001538"
"CQ12","Extracellular-vesicle-conjugated functional-matrix hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: p16/p21/p53–Rb cell-cycle arrest","TargetCell={Nucleus pulposus/annulus fibrosus cells} | Mechanism={p16/p21/p53–Rb cell-cycle arrest}","FS0843","EV001597; EV001598"
"CQ12","Tonsil-derived mesenchymal stem cells incorporated in reactive oxygen species-releasing hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control}","FS0882","EV001611; EV001612"
"CQ12","Dual-drug-encapsulated liposomal nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling","TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | Mechanism={NF-κB/SASP/inflammatory signaling}","FS0912","EV001628; EV001629; EV001630"
"CQ12","Honey-incorporated electrospun nanofiber membrane","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Senescent cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control","TargetCell={Mesenchymal stem/stromal cells; Senescent cells} | Mechanism={ROS/oxidative-stress control}","FS0916","EV001643; EV001645; EV001646"
"CQ12","SRT1720-loaded calcium-phosphate/magnesium-phosphate nanocarriers","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling","TargetCell={Endothelial/vascular cells} | Mechanism={Angiogenic/HIF–VEGF signaling}","FS1020","EV001678; EV001679"
"CQ13","Lubricated hydrogel with STING-inhibiting EXOs","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: EXO-si-STING | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cartilage regeneration/chondroprotection","TherapeuticCargo={EXO-si-STING} | RegenerativeEndpoint={Cartilage regeneration/chondroprotection}","FS0044","EV000117; EV000120"
"CQ13","Senomorphic Small Extracellular Vesicles Delivered by a Tissue-Adhesive α-Lipoic-Acid Hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin-primed senomorphic small extracellular vesicles | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={quercetin-primed senomorphic small extracellular vesicles} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0117","EV000296; EV000297"
"CQ13","Electrospun scaffold–bioreactor system","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: EVs | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={EVs} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0134","EV000343; EV000344"
"CQ13","GEA/NGel senolysis-targeting bioenergetic nanoplatform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: AICAR | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={AICAR} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0184","EV000459; EV000461"
"CQ13","(ZIF-8@CeO2)@GOx-loaded sprayable GelMA hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Nanozyme | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={Nanozyme} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0186","EV000469; EV000471"
"CQ13","FGF-4/IGF-1-loaded cationic thermosensitive polymer scaffold","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: FGF-4; IGF-1 | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Hepatic repair/function","TherapeuticCargo={FGF-4; IGF-1} | RegenerativeEndpoint={Hepatic repair/function}","FS0213","EV000532; EV000533; EV000535"
"CQ13","GelMA@ZIF-8/PGE microsphere–hydrogel platform","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rapamycin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={rapamycin} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0295","EV000725; EV000728"
"CQ13","TPG@ChSMA mitochondrial-targeted hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: TPG | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={TPG} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0313","EV000793; EV000794"
"CQ13","Adhesive injectable NRF2-modulating hydrogel microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Cordycepin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={Cordycepin} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0367","EV000913; EV000917"
"CQ13","Mitochondrial-metabolism/efferocytosis-modulating microcarriers","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: VGX-1027 | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={VGX-1027} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0376","EV000933; EV000934"
"CQ13","Enucleated-MSC-derived mitochondria-transfer microvesicles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: mitochondria | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={mitochondria} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0389","EV000978; EV000980"
"CQ13","rhBMP-2/rapamycin co-treatment without an engineered carrier","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: rhBMP-2 and Rapa | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={rhBMP-2 and Rapa} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0391","EV000985; EV000986"
"CQ13","Quercetin-loaded homogeneous PLGA microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Stemness/proliferation/differentiation restoration","TherapeuticCargo={quercetin} | RegenerativeEndpoint={Stemness/proliferation/differentiation restoration}","FS0394","EV001002; EV001004"
"CQ13","Cordycepin-Loaded Dental Pulp Stem Cell-Derived Exosomes","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Cordycepin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={Cordycepin} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0397","EV001015; EV001016"
"CQ13","Curcumin-loaded milk-sEV/platelet-membrane hybrid vesicles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Curcumin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Neural regeneration/function","TherapeuticCargo={Curcumin} | RegenerativeEndpoint={Neural regeneration/function}","FS0409","EV001059; EV001060"
"CQ13","Quercetin-loaded aligned-nanowire hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={quercetin} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0433","EV001099; EV001103"
"CQ13","Tannic-acid-loaded calcium-alginate/silk-fibroin-peptide/Bletilla-polysaccharide microspheres","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: tannic acid | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={tannic acid} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0507","EV001282; EV001284"
"CQ13","ZIF-8/resveratrol nanoformulation","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: resveratrol | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={resveratrol} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0538","EV001332; EV001333"
"CQ13","Quercetin/HA-loaded TG-18 hydrogel","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: quercetin | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={quercetin} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS0657","EV001439; EV001441"
"CQ13","ASD all-in-one smart hydrogel dressing","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: CXCL12; Ginsenoside Rg1; Ligustroflavone | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration","TherapeuticCargo={CXCL12; Ginsenoside Rg1; Ligustroflavone} | RegenerativeEndpoint={Wound healing/skin regeneration}","FS0810","EV001560; EV001561; EV001562; EV001563"
"CQ13","Hairyvein-agrimony-nanovesicle-loaded microneedles","MaterialPlatform -[DELIVERS]-> TherapeuticCargo: Hairyvein agrimony-derived nanovesicles (HA-NVs) | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis","TherapeuticCargo={Hairyvein agrimony-derived nanovesicles (HA-NVs)} | RegenerativeEndpoint={Bone regeneration/osteogenesis}","FS1040","EV001685; EV001686"
"CQ14","CaH2-MN hierarchical calcium-hydride microneedle platform","MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0026","EV000059; EV000062"
"CQ14","MM@MS@ABT macrophage-membrane-coated magnetic nanospheres","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Macrophages/innate immune cells} | ValidationStage={Human-derived}","FS0033","EV000069; EV000073"
"CQ14","GMP-grade TDHLSP glass-microcarrier bioreactor system","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Human-derived}","FS0079","EV000182; EV000183"
"CQ14","Recombinant humanized type III collagen (rhCol III)","MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Fibroblasts/keratinocytes/skin cells} | ValidationStage={Human-derived}","FS0087","EV000209; EV000211"
"CQ14","GP@MgO asymmetric short-fiber aerogel","MaterialPlatform -[MODULATES]-> Mechanism: NF-κB/SASP/inflammatory signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","Mechanism={NF-κB/SASP/inflammatory signaling} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0093","EV000227; EV000228; EV000232"
"CQ14","Electrospun scaffold–bioreactor system","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Macrophages/innate immune cells; Senescent cells} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Human-derived}","FS0134","EV000344; EV000346; EV000347; EV000351"
"CQ14","HPQ@K superlubricative drug-delivery nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cartilage regeneration/chondroprotection | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Chondrocytes/cartilage progenitors} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Cartilage regeneration/chondroprotection} | ValidationStage={Human-derived}","FS0142","EV000365; EV000366; EV000368; EV000371"
"CQ14","BAI1-PSTB nanocomposite hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells} | ValidationStage={Human-derived}","FS0150","EV000395; EV000398"
"CQ14","SM@ME exosome-loaded methacrylated-silk-fibroin hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Nucleus pulposus/annulus fibrosus cells} | Mechanism={Mitochondrial homeostasis/mitophagy} | ValidationStage={Human-derived}","FS0168","EV000431; EV000432; EV001857"
"CQ14","Fisetin-functionalized photoresponsive DNA nanocage","MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Senescent cells} | ValidationStage={Human-derived}","FS0223","EV000562; EV000564"
"CQ14","Pericyte-membrane-coated saMAT2A lipid nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0230","EV000580; EV000581; EV000584"
"CQ14","PEG-HS/TiO2 nanocomposite","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0238","EV000602; EV000603; EV000604; EV000605; EV000608"
"CQ14","Smart spatiotemporal drug-delivery hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: ROS/oxidative-stress control | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells; Mesenchymal stem/stromal cells} | Mechanism={ROS/oxidative-stress control} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Human-derived}","FS0248","EV000644; EV000645; EV000646; EV000647; EV000650"
"CQ14","DASEA Regenbio bioreactor–microcarrier culture system","MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0290","EV000715; EV000717"
"CQ14","LINE1-ASO-loaded selectin-binding-peptide-engineered extracellular vesicles","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cardiac repair/function | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells} | RegenerativeEndpoint={Cardiac repair/function} | ValidationStage={Human-derived}","FS0303","EV000752; EV000753; EV000756"
"CQ14","rhCOL17-P334 conjugate","MaterialPlatform -[TARGETS]-> TargetCell: Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Fibroblasts/keratinocytes/skin cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0310","EV000774; EV000775; EV001871"
"CQ14","AAV-loaded extracellular-vesicle biomimetic gene-delivery system","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells} | Mechanism={Angiogenic/HIF–VEGF signaling} | ValidationStage={Human-derived}","FS0326","EV000820; EV000821; EV000822; EV000825"
"CQ14","MOTS-c-modified functional self-assembly peptide hydrogels","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[MODULATES]-> Mechanism: AMPK–mTOR–sirtuin signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Intervertebral-disc regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells; Nucleus pulposus/annulus fibrosus cells} | Mechanism={AMPK–mTOR–sirtuin signaling} | RegenerativeEndpoint={Intervertebral-disc regeneration} | ValidationStage={Human-derived}","FS0338","EV000847; EV000848; EV000849; EV000850; EV000852"
"CQ14","Multifunctional pH-responsive microneedles","MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Periodontal/dental stem cells} | Mechanism={Angiogenic/HIF–VEGF signaling} | RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Human-derived}","FS0346","EV000867; EV000868; EV000869; EV000872"
"CQ14","Bioinspired Microgel Assembly of Liver-Derived Decellularized Extracellular Matrix","MaterialPlatform -[TARGETS]-> TargetCell: Periodontal/dental stem cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Periodontal/dental stem cells} | ValidationStage={Human-derived}","FS0358","EV000893; EV001787"
"CQ14","Phenylboronic-acid-grafted hyaluronic-acid/TIMP-3 hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Macrophages/innate immune cells; Nucleus pulposus/annulus fibrosus cells} | ValidationStage={Human-derived}","FS0380","EV000946; EV000947; EV000951"
"CQ14","Quercetin-loaded homogeneous PLGA microspheres","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Stemness/proliferation/differentiation restoration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells} | RegenerativeEndpoint={Stemness/proliferation/differentiation restoration} | ValidationStage={Human-derived}","FS0394","EV001004; EV001006; EV001008"
"CQ14","Cordycepin-Loaded Dental Pulp Stem Cell-Derived Exosomes","MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Bone regeneration/osteogenesis | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","RegenerativeEndpoint={Bone regeneration/osteogenesis} | ValidationStage={Human-derived}","FS0397","EV001016; EV001019"
"CQ14","Curcumin-loaded milk-sEV/platelet-membrane hybrid vesicles","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Neural regeneration/function | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells} | RegenerativeEndpoint={Neural regeneration/function} | ValidationStage={Human-derived}","FS0409","EV001060; EV001061; EV001063"
"CQ14","Autophagy-enhancing injectable hydrogel microspheres","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Cartilage regeneration/chondroprotection | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Chondrocytes/cartilage progenitors; Senescent cells} | RegenerativeEndpoint={Cartilage regeneration/chondroprotection} | ValidationStage={Human-derived}","FS0414","EV001066; EV001067; EV001068; EV001883"
"CQ14","GelMA/PNS/Alg@IGF-1 hydrogel","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells} | ValidationStage={Human-derived}","FS0418","EV001070; EV001073"
"CQ14","TA-PFC/PCK fiber scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Angiogenic/HIF–VEGF signaling | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Endothelial/vascular cells; Macrophages/innate immune cells; Mesenchymal stem/stromal cells} | Mechanism={Angiogenic/HIF–VEGF signaling} | ValidationStage={Human-derived}","FS0439","EV001122; EV001123; EV001124; EV001125; EV001128"
"CQ14","Engineered extracellular vesicles","MaterialPlatform -[TARGETS]-> TargetCell: Senescent cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Wound healing/skin regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Senescent cells} | RegenerativeEndpoint={Wound healing/skin regeneration} | ValidationStage={Human-derived}","FS0449","EV001140; EV001141; EV001144"
"CQ14","Pro-regenerative cardiac-progenitor-secretome nanoparticles","MaterialPlatform -[TARGETS]-> TargetCell: Cardiomyocytes/cardiac progenitors; Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Cardiomyocytes/cardiac progenitors; Endothelial/vascular cells; Fibroblasts/keratinocytes/skin cells} | ValidationStage={Human-derived}","FS0453","EV001156; EV001157; EV001158; EV001803"
"CQ14","GBC@PNA sono-piezoelectric scaffold","MaterialPlatform -[TARGETS]-> TargetCell: Nucleus pulposus/annulus fibrosus cells | MaterialPlatform -[PROMOTES]-> RegenerativeEndpoint: Intervertebral-disc regeneration | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Nucleus pulposus/annulus fibrosus cells} | RegenerativeEndpoint={Intervertebral-disc regeneration} | ValidationStage={Human-derived}","FS0454","EV001162; EV001164; EV001167"
"CQ14","Dual-engineered chondrocyte-targeted extracellular vesicles","MaterialPlatform -[TARGETS]-> TargetCell: Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Chondrocytes/cartilage progenitors; Mesenchymal stem/stromal cells} | ValidationStage={Human-derived}","FS0478","EV001231; EV001232; EV001812"
"CQ14","miR-146a-5p-engineered exosomes","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[MODULATES]-> Mechanism: Mitochondrial homeostasis/mitophagy | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells} | Mechanism={Mitochondrial homeostasis/mitophagy} | ValidationStage={Human-derived}","FS0482","EV001236; EV001237; EV001239"
"CQ14","Aligned-topography soft hydrogel substrates","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Human-derived}","FS0513","EV001290; EV001293"
"CQ14","Metformin-loaded HA/gelatin electrospun nanofibers","MaterialPlatform -[TARGETS]-> TargetCell: Mesenchymal stem/stromal cells | MaterialPlatform -[VALIDATED_AT]-> ValidationStage: Human-derived","TargetCell={Mesenchymal stem/stromal cells} | ValidationStage={Human-derived}","FS0526","EV001311; EV001313"
